,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
19094,7,admin.,married,secondary,no,0,no,no,cellular,5,aug,9,1,-1,0,unknown
19099,7,admin.,married,secondary,no,0,no,no,cellular,5,aug,6,2,-1,0,unknown
19112,6,technician,single,secondary,no,0,no,no,cellular,5,aug,7,1,-1,0,unknown
19114,3,management,divorced,tertiary,no,0,no,no,cellular,5,aug,8,2,-1,0,unknown
19117,8,blue-collar,married,primary,no,0,no,no,cellular,5,aug,10,2,-1,0,unknown
19119,5,technician,married,tertiary,no,0,no,no,cellular,5,aug,4,3,-1,0,unknown
19128,7,services,married,secondary,no,0,no,no,cellular,5,aug,6,2,-1,0,unknown
19134,4,technician,married,tertiary,no,0,no,no,cellular,5,aug,10,2,-1,0,unknown
19155,8,technician,married,tertiary,no,0,no,yes,cellular,5,aug,5,2,-1,0,unknown
19157,6,technician,married,tertiary,no,0,no,no,cellular,5,aug,7,2,-1,0,unknown
19169,8,technician,divorced,secondary,no,0,yes,no,cellular,5,aug,3,3,-1,0,unknown
19178,6,technician,married,secondary,no,0,no,no,cellular,5,aug,10,2,-1,0,unknown
19201,8,retired,divorced,tertiary,no,0,no,no,cellular,6,aug,11,4,-1,0,unknown
19205,9,retired,married,secondary,no,0,no,no,cellular,6,aug,3,4,-1,0,unknown
19212,6,admin.,married,secondary,no,0,no,no,cellular,6,aug,3,2,-1,0,unknown
19219,4,management,married,tertiary,no,0,no,no,cellular,6,aug,7,3,-1,0,unknown
19221,6,admin.,married,secondary,no,0,no,no,cellular,6,aug,6,2,-1,0,unknown
19231,3,management,single,tertiary,no,0,no,no,cellular,6,aug,5,2,-1,0,unknown
19241,5,management,single,tertiary,no,0,no,no,cellular,6,aug,4,2,-1,0,unknown
19243,3,services,married,secondary,no,0,no,no,cellular,6,aug,6,2,-1,0,unknown
19249,4,management,divorced,tertiary,no,0,no,no,cellular,6,aug,6,2,-1,0,unknown
19251,4,management,divorced,tertiary,yes,0,no,no,cellular,6,aug,6,4,-1,0,unknown
19262,6,management,divorced,tertiary,no,0,no,no,cellular,6,aug,4,2,-1,0,unknown
19277,6,technician,married,secondary,no,0,no,no,cellular,6,aug,6,2,-1,0,unknown
19282,5,technician,married,tertiary,no,2,yes,no,cellular,6,aug,5,4,-1,0,unknown
19285,3,blue-collar,married,secondary,no,0,no,no,cellular,6,aug,7,2,-1,0,unknown
19291,5,management,single,tertiary,no,0,no,no,cellular,6,aug,5,6,-1,0,unknown
19300,5,technician,divorced,secondary,no,0,no,no,cellular,6,aug,6,2,-1,0,unknown
19327,3,technician,married,secondary,no,0,no,no,cellular,6,aug,8,4,-1,0,unknown
19336,3,technician,single,secondary,no,0,no,yes,cellular,6,aug,4,2,-1,0,unknown
19369,3,self-employed,married,tertiary,no,0,no,no,cellular,6,aug,10,4,-1,0,unknown
19377,6,blue-collar,married,primary,no,0,no,no,cellular,6,aug,8,1,-1,0,unknown
19443,7,admin.,married,secondary,no,0,yes,no,cellular,6,aug,10,4,-1,0,unknown
19444,7,blue-collar,married,primary,no,1,no,no,cellular,6,aug,12,7,-1,0,unknown
19445,3,management,single,tertiary,no,1,no,no,cellular,6,aug,12,3,-1,0,unknown
19479,3,technician,divorced,tertiary,no,0,yes,no,cellular,7,aug,4,2,-1,0,unknown
19487,4,technician,single,secondary,no,0,no,no,cellular,7,aug,3,2,-1,0,unknown
19489,6,admin.,married,secondary,no,0,no,no,cellular,7,aug,5,4,-1,0,unknown
19524,5,technician,divorced,secondary,no,0,no,no,cellular,7,aug,5,2,-1,0,unknown
19536,7,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,4,2,-1,0,unknown
19537,9,management,married,tertiary,no,0,no,no,cellular,7,aug,3,3,-1,0,unknown
19613,3,management,single,tertiary,no,0,no,no,cellular,7,aug,11,9,-1,0,unknown
19614,8,technician,married,tertiary,no,1,no,no,cellular,7,aug,6,2,-1,0,unknown
19651,5,self-employed,married,tertiary,no,0,no,no,cellular,7,aug,2,2,-1,0,unknown
19666,7,technician,married,secondary,no,0,no,no,cellular,7,aug,5,1,-1,0,unknown
19669,6,technician,divorced,secondary,no,-1,yes,no,cellular,7,aug,3,3,-1,0,unknown
19672,3,management,married,tertiary,no,0,no,no,cellular,7,aug,9,1,-1,0,unknown
19683,4,technician,single,secondary,no,0,no,no,cellular,7,aug,7,1,-1,0,unknown
19690,6,technician,divorced,secondary,no,0,no,no,cellular,7,aug,7,3,-1,0,unknown
19730,3,technician,divorced,secondary,no,0,no,no,cellular,7,aug,2,5,-1,0,unknown
19757,5,technician,married,tertiary,no,0,no,no,cellular,8,aug,1,3,-1,0,unknown
19764,4,technician,single,secondary,no,0,no,no,cellular,8,aug,10,5,-1,0,unknown
19766,9,management,married,tertiary,no,0,no,no,telephone,8,aug,2,2,-1,0,unknown
19823,6,services,married,secondary,no,0,no,yes,cellular,8,aug,8,2,-1,0,unknown
19833,4,management,married,tertiary,no,0,no,no,cellular,8,aug,4,4,-1,0,unknown
19839,6,blue-collar,married,secondary,no,1,no,no,cellular,8,aug,6,2,-1,0,unknown
19873,4,management,married,tertiary,no,0,no,no,unknown,8,aug,2,4,-1,0,unknown
19886,3,management,married,tertiary,no,0,no,no,cellular,8,aug,4,4,-1,0,unknown
19888,5,technician,single,secondary,no,1,no,no,cellular,8,aug,6,2,-1,0,unknown
19894,3,management,single,tertiary,no,0,no,yes,cellular,8,aug,4,2,-1,0,unknown
19922,3,management,single,tertiary,no,0,no,no,cellular,8,aug,5,2,-1,0,unknown
19924,3,technician,single,secondary,no,0,no,no,cellular,8,aug,3,2,-1,0,unknown
19969,6,services,married,secondary,no,0,no,no,cellular,8,aug,6,4,-1,0,unknown
19972,7,services,married,primary,no,0,no,no,cellular,8,aug,3,2,-1,0,unknown
19994,3,technician,married,tertiary,no,0,no,no,cellular,8,aug,8,1,-1,0,unknown
20009,4,management,married,tertiary,no,0,yes,yes,cellular,8,aug,6,3,-1,0,unknown
20012,3,technician,single,secondary,no,0,no,no,cellular,8,aug,4,3,-1,0,unknown
20017,3,management,single,tertiary,no,0,no,no,cellular,8,aug,7,1,-1,0,unknown
20023,4,technician,divorced,secondary,no,0,no,no,cellular,8,aug,10,3,-1,0,unknown
20041,4,management,married,tertiary,no,0,no,no,cellular,8,aug,7,7,-1,0,unknown
20042,6,management,married,tertiary,no,0,no,no,cellular,8,aug,10,4,-1,0,unknown
20082,6,management,divorced,tertiary,no,0,no,no,cellular,11,aug,5,3,-1,0,unknown
20122,6,blue-collar,married,primary,no,0,no,no,cellular,11,aug,7,3,-1,0,unknown
20131,4,management,married,tertiary,no,0,no,no,cellular,11,aug,3,4,-1,0,unknown
20175,3,management,married,tertiary,no,0,yes,no,cellular,11,aug,3,6,-1,0,unknown
20203,3,management,single,tertiary,no,0,no,no,cellular,11,aug,4,2,-1,0,unknown
20227,3,management,single,tertiary,no,0,no,no,cellular,11,aug,8,2,-1,0,unknown
20228,8,housemaid,married,primary,no,0,no,no,cellular,11,aug,5,4,-1,0,unknown
20236,3,management,single,tertiary,no,0,no,no,cellular,11,aug,5,7,-1,0,unknown
20245,4,management,married,tertiary,no,0,no,no,cellular,11,aug,7,4,-1,0,unknown
20268,4,management,married,secondary,no,2,yes,no,cellular,11,aug,6,2,-1,0,unknown
20271,7,management,married,tertiary,no,0,no,no,cellular,11,aug,5,2,-1,0,unknown
20288,4,management,married,secondary,no,0,no,no,cellular,11,aug,9,4,-1,0,unknown
20291,5,management,married,secondary,no,0,yes,no,cellular,11,aug,6,4,-1,0,unknown
20296,3,management,single,secondary,no,0,no,no,cellular,11,aug,10,1,-1,0,unknown
20316,3,management,married,secondary,no,0,no,no,cellular,11,aug,6,1,-1,0,unknown
20331,4,technician,single,secondary,no,0,no,no,cellular,11,aug,7,1,-1,0,unknown
20360,7,blue-collar,married,primary,no,0,no,no,cellular,11,aug,5,3,-1,0,unknown
20368,5,management,married,tertiary,no,0,no,no,cellular,11,aug,10,5,-1,0,unknown
20372,4,technician,single,secondary,no,0,no,no,cellular,11,aug,3,3,-1,0,unknown
20374,6,blue-collar,married,primary,no,0,no,yes,cellular,11,aug,3,5,-1,0,unknown
20386,3,management,married,tertiary,no,0,no,yes,cellular,11,aug,9,3,-1,0,unknown
20400,6,blue-collar,married,secondary,no,0,no,no,cellular,11,aug,3,1,-1,0,unknown
20407,6,unemployed,married,secondary,no,0,no,no,cellular,12,aug,5,2,-1,0,unknown
20410,9,retired,married,secondary,no,0,no,no,cellular,12,aug,4,2,-1,0,unknown
20434,4,management,married,secondary,no,0,no,no,cellular,12,aug,6,2,-1,0,unknown
20438,8,blue-collar,married,primary,no,0,no,no,cellular,12,aug,9,2,-1,0,unknown
20454,3,management,divorced,tertiary,no,0,no,no,cellular,12,aug,10,6,-1,0,unknown
20483,3,management,single,tertiary,no,0,yes,no,cellular,12,aug,8,2,-1,0,unknown
20498,4,unemployed,divorced,secondary,no,0,no,no,cellular,12,aug,3,3,-1,0,unknown
20509,3,management,married,secondary,no,0,no,no,cellular,12,aug,4,2,-1,0,unknown
20523,3,technician,married,secondary,no,0,no,no,cellular,12,aug,3,4,-1,0,unknown
20558,8,management,divorced,tertiary,no,1,yes,no,cellular,12,aug,7,2,-1,0,unknown
20559,4,technician,single,tertiary,no,0,yes,yes,cellular,12,aug,9,2,-1,0,unknown
20567,6,self-employed,married,secondary,no,0,no,no,cellular,12,aug,9,4,-1,0,unknown
20569,3,management,married,tertiary,no,0,yes,no,cellular,12,aug,9,4,-1,0,unknown
20575,6,management,married,tertiary,no,0,no,no,cellular,12,aug,7,4,-1,0,unknown
20583,4,technician,married,secondary,no,0,no,no,cellular,12,aug,7,4,-1,0,unknown
20591,4,technician,single,secondary,yes,0,no,no,cellular,12,aug,4,2,-1,0,unknown
20603,6,blue-collar,married,primary,no,0,no,no,cellular,12,aug,5,2,-1,0,unknown
20617,6,blue-collar,married,secondary,no,0,no,no,cellular,12,aug,5,8,-1,0,unknown
20619,5,unemployed,divorced,secondary,no,0,no,no,cellular,12,aug,3,6,-1,0,unknown
20621,6,blue-collar,married,primary,no,0,no,no,cellular,12,aug,4,4,-1,0,unknown
20622,4,management,married,tertiary,no,0,no,no,cellular,12,aug,9,5,-1,0,unknown
20624,3,management,single,tertiary,no,0,no,no,cellular,12,aug,3,3,-1,0,unknown
20627,3,technician,single,tertiary,no,0,no,no,cellular,12,aug,11,7,-1,0,unknown
20631,3,management,married,tertiary,no,0,yes,no,cellular,12,aug,10,4,-1,0,unknown
20633,4,management,married,tertiary,no,0,yes,no,cellular,12,aug,11,1,-1,0,unknown
20638,3,management,single,tertiary,no,0,no,no,cellular,12,aug,8,1,-1,0,unknown
20643,5,management,married,secondary,no,0,no,no,cellular,12,aug,3,3,-1,0,unknown
20645,6,technician,married,secondary,no,0,yes,no,cellular,12,aug,13,1,-1,0,unknown
20666,4,technician,single,secondary,no,0,no,no,cellular,12,aug,5,3,-1,0,unknown
20669,5,technician,single,secondary,no,0,yes,no,cellular,12,aug,14,4,-1,0,unknown
20679,8,management,married,tertiary,no,0,no,no,cellular,12,aug,7,10,-1,0,unknown
20681,3,management,single,tertiary,no,0,no,no,cellular,12,aug,6,4,-1,0,unknown
20725,5,technician,married,secondary,no,0,no,no,cellular,13,aug,15,2,-1,0,unknown
20731,7,retired,married,primary,no,0,no,no,cellular,13,aug,8,2,-1,0,unknown
20734,4,technician,married,secondary,no,-1,no,yes,cellular,13,aug,6,2,-1,0,unknown
20736,3,entrepreneur,single,tertiary,yes,-1,yes,yes,cellular,13,aug,5,2,-1,0,unknown
20737,3,technician,single,tertiary,no,6,no,no,telephone,13,aug,5,9,-1,0,unknown
20745,4,management,divorced,tertiary,no,0,no,no,cellular,13,aug,4,2,-1,0,unknown
20746,8,retired,married,primary,no,0,no,no,cellular,13,aug,3,2,-1,0,unknown
20769,4,management,married,tertiary,no,0,no,no,cellular,13,aug,7,5,-1,0,unknown
20805,4,technician,single,secondary,no,-1,yes,no,cellular,13,aug,9,6,-1,0,unknown
20811,7,self-employed,married,secondary,no,2,no,no,cellular,13,aug,5,2,-1,0,unknown
20814,8,retired,married,tertiary,no,0,no,no,cellular,13,aug,5,4,-1,0,unknown
20823,7,technician,divorced,secondary,no,0,no,no,cellular,13,aug,3,6,-1,0,unknown
20824,3,management,married,tertiary,no,0,no,no,cellular,13,aug,5,7,-1,0,unknown
20833,5,management,married,tertiary,no,0,no,no,cellular,13,aug,6,4,-1,0,unknown
20842,3,management,single,tertiary,no,1,yes,no,cellular,13,aug,7,4,-1,0,unknown
20849,7,services,married,secondary,no,1,no,no,cellular,13,aug,6,4,-1,0,unknown
20850,5,management,married,tertiary,no,0,no,no,cellular,13,aug,3,6,-1,0,unknown
20856,3,technician,single,tertiary,no,0,no,no,cellular,13,aug,7,8,-1,0,unknown
20859,4,management,divorced,tertiary,no,0,yes,no,cellular,13,aug,10,2,-1,0,unknown
20878,3,technician,single,secondary,no,0,no,no,cellular,13,aug,8,1,-1,0,unknown
20882,6,admin.,divorced,secondary,no,0,no,no,cellular,13,aug,4,1,-1,0,unknown
20890,3,management,married,tertiary,no,0,no,no,cellular,13,aug,9,2,-1,0,unknown
20935,4,management,single,tertiary,no,0,yes,no,cellular,13,aug,7,6,-1,0,unknown
20968,8,technician,divorced,secondary,no,0,no,no,cellular,14,aug,5,2,-1,0,unknown
21004,8,retired,married,primary,no,0,no,no,cellular,14,aug,5,4,-1,0,unknown
21020,3,technician,married,tertiary,no,1,yes,no,cellular,14,aug,4,4,-1,0,unknown
21021,5,entrepreneur,married,tertiary,no,0,no,no,telephone,14,aug,4,2,-1,0,unknown
21053,4,management,single,tertiary,no,0,no,no,cellular,14,aug,7,2,-1,0,unknown
21080,3,housemaid,married,primary,no,0,no,no,cellular,14,aug,4,2,-1,0,unknown
21088,3,technician,single,tertiary,no,1,no,no,cellular,14,aug,4,2,-1,0,unknown
21114,6,services,married,secondary,no,0,no,no,cellular,14,aug,6,14,-1,0,unknown
21117,3,technician,married,secondary,no,0,yes,no,cellular,14,aug,9,4,-1,0,unknown
21119,3,management,married,tertiary,no,0,no,no,telephone,14,aug,5,2,-1,0,unknown
21125,3,management,single,tertiary,no,0,no,no,cellular,14,aug,9,2,-1,0,unknown
21146,8,blue-collar,married,primary,no,1,no,no,cellular,14,aug,10,4,-1,0,unknown
21176,7,management,single,tertiary,no,0,no,no,cellular,14,aug,7,3,-1,0,unknown
21203,3,unemployed,single,tertiary,no,1,no,no,cellular,14,aug,13,2,-1,0,unknown
21205,3,technician,single,secondary,no,0,yes,no,cellular,14,aug,15,3,-1,0,unknown
21207,6,blue-collar,married,secondary,no,0,no,yes,cellular,18,aug,5,6,-1,0,unknown
21209,6,technician,single,tertiary,no,0,no,no,cellular,18,aug,6,4,-1,0,unknown
21212,7,management,married,tertiary,no,0,no,no,cellular,18,aug,6,3,-1,0,unknown
21214,9,blue-collar,married,primary,no,0,no,no,cellular,18,aug,5,4,-1,0,unknown
21224,6,management,married,tertiary,no,0,no,no,cellular,18,aug,5,6,-1,0,unknown
21225,3,technician,single,secondary,no,0,no,no,cellular,18,aug,4,4,-1,0,unknown
21226,8,blue-collar,married,primary,no,0,no,no,cellular,18,aug,5,4,-1,0,unknown
21244,4,management,single,tertiary,no,0,no,no,cellular,18,aug,7,8,-1,0,unknown
21257,6,technician,married,secondary,no,0,no,no,cellular,18,aug,4,5,-1,0,unknown
21296,8,management,divorced,tertiary,no,0,no,no,cellular,18,aug,2,4,-1,0,unknown
21325,6,technician,married,secondary,no,0,no,no,cellular,18,aug,5,4,-1,0,unknown
21348,3,management,single,tertiary,no,0,no,no,cellular,18,aug,3,8,-1,0,unknown
21387,7,blue-collar,married,secondary,no,0,no,no,cellular,18,aug,4,7,-1,0,unknown
21397,3,management,single,tertiary,no,2,no,no,cellular,18,aug,3,11,-1,0,unknown
21402,3,management,divorced,tertiary,no,0,no,no,cellular,18,aug,13,8,-1,0,unknown
21408,6,technician,single,tertiary,no,0,no,no,cellular,18,aug,4,7,-1,0,unknown
21415,9,management,married,secondary,no,0,no,no,cellular,18,aug,8,6,-1,0,unknown
21422,8,retired,married,primary,no,0,no,no,cellular,18,aug,1,2,-1,0,unknown
21448,4,technician,single,secondary,no,0,no,no,cellular,18,aug,6,16,-1,0,unknown
21492,4,technician,single,secondary,no,0,no,no,cellular,19,aug,5,14,-1,0,unknown
21548,6,technician,married,secondary,no,0,no,no,cellular,19,aug,10,8,-1,0,unknown
21620,5,management,single,tertiary,no,0,no,no,cellular,19,aug,7,6,-1,0,unknown
21627,8,admin.,married,secondary,no,0,no,no,cellular,19,aug,5,4,-1,0,unknown
21706,7,management,married,tertiary,no,1,no,no,cellular,19,aug,8,3,-1,0,unknown
21757,6,management,married,tertiary,no,0,no,no,cellular,19,aug,2,15,-1,0,unknown
21781,3,self-employed,single,tertiary,no,0,no,no,cellular,19,aug,6,3,-1,0,unknown
21791,3,management,married,tertiary,no,0,yes,no,unknown,19,aug,4,1,-1,0,unknown
21810,5,management,married,tertiary,no,1,no,no,cellular,20,aug,5,2,-1,0,unknown
21851,7,management,married,tertiary,no,0,no,no,cellular,20,aug,7,2,-1,0,unknown
21858,5,admin.,single,tertiary,no,0,no,no,cellular,20,aug,3,2,-1,0,unknown
21876,5,self-employed,married,tertiary,no,0,no,no,cellular,20,aug,4,5,-1,0,unknown
21884,5,technician,divorced,secondary,no,0,no,no,cellular,20,aug,7,4,-1,0,unknown
21909,3,management,single,tertiary,no,0,no,no,telephone,20,aug,4,6,-1,0,unknown
21924,3,management,married,tertiary,no,0,no,no,cellular,20,aug,6,14,-1,0,unknown
21970,7,technician,married,tertiary,no,0,no,no,cellular,20,aug,11,5,-1,0,unknown
21977,3,technician,single,secondary,no,0,yes,no,cellular,20,aug,5,2,-1,0,unknown
21983,9,admin.,married,tertiary,no,0,no,no,cellular,20,aug,7,6,-1,0,unknown
21996,3,technician,single,secondary,no,0,yes,no,cellular,20,aug,5,2,-1,0,unknown
22022,4,technician,married,tertiary,no,0,no,no,cellular,20,aug,5,6,-1,0,unknown
22037,6,admin.,married,secondary,no,0,no,no,cellular,20,aug,5,2,-1,0,unknown
22116,3,technician,single,secondary,no,0,no,no,cellular,21,aug,12,2,-1,0,unknown
22127,8,technician,married,tertiary,no,0,no,no,cellular,21,aug,5,4,-1,0,unknown
22150,8,technician,divorced,tertiary,no,0,no,no,cellular,21,aug,7,4,-1,0,unknown
22171,8,blue-collar,married,secondary,no,0,no,no,cellular,21,aug,6,10,-1,0,unknown
22184,3,management,single,tertiary,no,0,no,no,cellular,21,aug,6,6,-1,0,unknown
22212,7,services,married,secondary,no,0,no,no,cellular,21,aug,7,4,-1,0,unknown
22215,3,services,single,tertiary,no,-1,no,yes,cellular,21,aug,12,2,-1,0,unknown
22234,8,admin.,married,secondary,no,0,no,no,cellular,21,aug,6,10,-1,0,unknown
22255,8,blue-collar,married,secondary,no,0,no,no,cellular,21,aug,0,1,-1,0,unknown
22267,3,management,single,tertiary,no,0,no,no,cellular,21,aug,5,5,-1,0,unknown
22278,3,self-employed,single,tertiary,no,0,no,no,cellular,21,aug,15,3,-1,0,unknown
22335,7,management,married,tertiary,no,0,no,no,cellular,22,aug,9,4,-1,0,unknown
22351,3,management,single,tertiary,no,0,no,no,cellular,22,aug,4,2,-1,0,unknown
22352,3,self-employed,married,tertiary,no,0,no,no,cellular,22,aug,4,2,-1,0,unknown
22354,5,technician,married,secondary,no,0,no,no,cellular,22,aug,2,10,-1,0,unknown
22363,3,technician,married,tertiary,no,0,no,no,cellular,22,aug,6,2,-1,0,unknown
22377,5,technician,married,secondary,no,0,no,no,cellular,22,aug,4,2,-1,0,unknown
22404,3,management,married,tertiary,no,0,no,no,cellular,22,aug,10,2,-1,0,unknown
22409,7,blue-collar,married,secondary,no,0,no,no,cellular,22,aug,4,2,-1,0,unknown
22420,8,blue-collar,married,unknown,no,0,no,no,cellular,22,aug,11,2,-1,0,unknown
22452,6,management,single,tertiary,no,0,no,no,cellular,22,aug,5,2,-1,0,unknown
22465,6,services,married,secondary,no,0,no,no,cellular,22,aug,4,2,-1,0,unknown
22481,6,entrepreneur,married,tertiary,no,0,no,no,cellular,22,aug,5,6,-1,0,unknown
22533,8,admin.,married,secondary,no,0,yes,no,cellular,22,aug,10,11,-1,0,unknown
22639,7,unemployed,married,secondary,no,0,no,no,cellular,22,aug,6,1,-1,0,unknown
22644,3,technician,divorced,tertiary,no,0,no,no,cellular,22,aug,5,2,-1,0,unknown
22650,8,retired,married,primary,no,0,yes,no,cellular,25,aug,5,3,-1,0,unknown
22679,5,technician,married,secondary,no,0,no,no,cellular,25,aug,3,7,-1,0,unknown
22687,6,management,single,tertiary,no,0,no,no,cellular,25,aug,8,4,-1,0,unknown
22721,3,housemaid,married,primary,no,0,no,no,cellular,25,aug,3,6,-1,0,unknown
22742,8,blue-collar,married,primary,no,-1,no,no,cellular,25,aug,9,6,-1,0,unknown
22758,8,blue-collar,married,primary,no,1,yes,no,cellular,25,aug,5,6,-1,0,unknown
22813,7,management,married,tertiary,no,0,no,no,cellular,25,aug,6,6,-1,0,unknown
22840,7,technician,single,secondary,no,0,no,no,cellular,25,aug,7,3,-1,0,unknown
22844,3,management,single,tertiary,no,0,no,no,cellular,25,aug,4,5,-1,0,unknown
22846,5,management,married,tertiary,no,0,no,no,cellular,25,aug,5,7,-1,0,unknown
22875,6,blue-collar,married,unknown,yes,0,no,no,cellular,25,aug,3,3,-1,0,unknown
22907,3,technician,married,secondary,no,0,no,no,cellular,25,aug,11,10,-1,0,unknown
22909,7,retired,married,tertiary,no,0,no,no,cellular,25,aug,3,5,-1,0,unknown
22923,3,management,single,tertiary,no,0,yes,no,cellular,26,aug,7,6,-1,0,unknown
22926,9,unknown,married,unknown,no,3,no,no,cellular,26,aug,5,11,-1,0,unknown
22938,6,admin.,married,secondary,no,0,no,no,cellular,26,aug,3,6,-1,0,unknown
23047,5,technician,married,tertiary,no,0,no,no,cellular,26,aug,3,2,-1,0,unknown
23069,7,management,single,tertiary,no,0,no,no,cellular,26,aug,10,6,-1,0,unknown
23072,5,management,divorced,tertiary,no,0,no,no,cellular,26,aug,8,4,-1,0,unknown
23149,4,unemployed,married,tertiary,no,0,no,no,cellular,26,aug,4,7,-1,0,unknown
23173,3,self-employed,single,secondary,no,0,no,no,cellular,27,aug,5,13,-1,0,unknown
23181,3,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,4,6,-1,0,unknown
23191,4,management,married,tertiary,no,0,no,no,cellular,27,aug,8,4,-1,0,unknown
23204,8,retired,married,secondary,no,0,no,no,cellular,27,aug,8,6,-1,0,unknown
23210,8,services,married,unknown,no,0,no,no,cellular,27,aug,5,6,-1,0,unknown
23221,4,technician,single,secondary,no,0,no,no,cellular,27,aug,4,16,-1,0,unknown
23231,3,management,single,tertiary,no,1,no,no,cellular,27,aug,4,8,-1,0,unknown
23263,6,management,divorced,secondary,no,0,no,no,cellular,27,aug,6,5,-1,0,unknown
23265,3,technician,married,tertiary,no,0,no,no,cellular,27,aug,8,12,-1,0,unknown
23302,4,management,married,tertiary,no,0,no,no,telephone,27,aug,5,9,-1,0,unknown
23331,5,management,married,tertiary,no,0,no,no,cellular,27,aug,4,3,-1,0,unknown
23356,4,technician,divorced,secondary,no,0,yes,no,cellular,27,aug,13,3,-1,0,unknown
23437,3,management,single,tertiary,no,0,no,no,cellular,28,aug,4,17,-1,0,unknown
23471,3,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,6,11,-1,0,unknown
23473,4,technician,married,secondary,no,0,no,no,cellular,28,aug,8,4,-1,0,unknown
23546,3,technician,married,secondary,no,0,no,no,cellular,28,aug,4,2,-1,0,unknown
23594,7,blue-collar,married,primary,no,1,no,no,cellular,28,aug,19,6,-1,0,unknown
23610,6,admin.,divorced,secondary,no,0,no,no,cellular,28,aug,9,4,-1,0,unknown
23775,4,management,married,tertiary,no,-1,yes,yes,cellular,28,aug,7,1,-1,0,unknown
23826,4,technician,single,secondary,no,0,yes,no,cellular,29,aug,5,2,-1,0,unknown
23873,3,management,single,tertiary,no,0,no,no,cellular,29,aug,5,2,-1,0,unknown
24038,6,technician,divorced,secondary,no,-1,no,yes,telephone,17,oct,2,1,-1,0,unknown
24039,3,self-employed,married,tertiary,no,0,no,no,unknown,17,oct,1,1,-1,0,unknown
24040,6,management,married,tertiary,no,0,no,no,telephone,17,oct,1,1,-1,0,unknown
24044,4,self-employed,single,tertiary,no,-1,yes,yes,telephone,17,oct,27,1,-1,0,unknown
24045,6,admin.,divorced,secondary,no,0,yes,yes,telephone,17,oct,3,1,-1,0,unknown
24050,7,technician,married,secondary,no,1,yes,no,unknown,19,oct,1,1,-1,0,unknown
24055,5,management,married,tertiary,no,0,no,no,unknown,20,oct,2,1,-1,0,unknown
24058,5,technician,single,secondary,no,0,no,no,telephone,20,oct,5,1,-1,0,unknown
24059,3,blue-collar,married,secondary,no,0,yes,no,telephone,20,oct,16,1,-1,0,unknown
24061,3,admin.,married,secondary,no,1,yes,yes,unknown,21,oct,2,1,-1,0,unknown
24062,5,admin.,single,secondary,no,-1,yes,yes,telephone,21,oct,4,1,5,1,other
24064,3,services,married,secondary,no,0,yes,no,telephone,21,oct,1,1,3,4,failure
24068,6,admin.,married,secondary,no,1,yes,yes,unknown,21,oct,1,1,-1,0,unknown
24070,6,blue-collar,married,secondary,no,0,yes,no,unknown,22,oct,5,1,-1,0,unknown
24071,2,student,single,secondary,no,0,no,no,telephone,22,oct,1,1,-1,0,unknown
24074,3,technician,single,tertiary,no,1,no,no,telephone,22,oct,1,1,-1,0,unknown
24075,2,self-employed,married,secondary,no,0,no,yes,telephone,22,oct,2,1,-1,0,unknown
24076,5,management,married,tertiary,no,0,yes,no,telephone,23,oct,1,1,-1,0,unknown
24077,4,management,married,tertiary,no,0,yes,no,telephone,23,oct,1,1,4,3,failure
24078,5,admin.,divorced,primary,no,0,yes,no,telephone,23,oct,0,1,-1,0,unknown
24079,7,entrepreneur,married,tertiary,no,1,yes,no,unknown,23,oct,1,1,-1,0,unknown
24080,8,technician,married,secondary,no,0,yes,no,unknown,23,oct,4,1,4,2,success
24081,8,unknown,married,unknown,no,3,no,no,unknown,23,oct,2,1,-1,0,unknown
24082,2,services,single,secondary,no,0,no,no,telephone,23,oct,1,1,-1,0,unknown
24083,5,technician,divorced,tertiary,no,0,yes,no,unknown,24,oct,0,1,-1,0,unknown
24084,6,admin.,married,secondary,no,2,yes,no,telephone,24,oct,0,1,-1,0,unknown
24085,7,management,single,tertiary,no,0,no,no,unknown,24,oct,2,1,-1,0,unknown
24087,8,admin.,divorced,secondary,no,0,no,no,telephone,26,oct,1,1,-1,0,unknown
24088,4,admin.,married,secondary,no,0,no,no,telephone,27,oct,3,1,-1,0,unknown
24089,4,technician,single,secondary,no,0,yes,no,unknown,27,oct,1,1,-1,0,unknown
24090,4,entrepreneur,married,primary,no,0,yes,no,unknown,27,oct,1,1,-1,0,unknown
24092,2,entrepreneur,married,secondary,no,0,no,no,telephone,27,oct,1,1,-1,0,unknown
24094,6,management,divorced,tertiary,no,2,yes,no,telephone,27,oct,2,1,-1,0,unknown
24096,4,admin.,married,secondary,no,0,no,no,telephone,28,oct,1,1,-1,0,unknown
24097,8,technician,married,secondary,no,1,no,no,telephone,28,oct,1,1,-1,0,unknown
24098,4,management,married,tertiary,no,0,yes,no,telephone,28,oct,1,1,-1,0,unknown
24099,5,management,married,secondary,no,0,yes,yes,telephone,28,oct,1,1,-1,0,unknown
24100,3,technician,married,secondary,no,0,yes,yes,telephone,28,oct,4,1,-1,0,unknown
24102,4,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,1,1,-1,0,unknown
